YRESID,CCODE,PWEIGHT_1,PRETEST,YIMODE,YQ8,YQ9_a,YQ9_b,YQ9_c,YQ9_d,YQ10_a,YQ10_b,YQ10_c,YQ10_d,YQ10_e,YQ10_f,YQ10_g,YQ10_h,YQ10_i,YQ14a_1,YQ14a_2,YQ14a_3,YQ14a_4,YQ14a_5,YQ14a_6,YQ14a_7,YQ14a_8,YQ14a_9,YQ14a_10,YQ14b,YQ21_c,YQ21_f,YQ28_mother,YQ28_father,YQ28a_0,YQ28a_1,YQ28a_2,YQ28a_3,YQ28a_4,YQ28a_5,YQ28a_6,YQ28a_7,YQ28a_8,YQ28d,YQ42,YQCONTACT,PMCORD,PMIMODE,PMQ10,PMQ11_a,PMQ11_b,PMQ11_c,PMQ11_d,PMQ18_c,PMQ18_f,PFCORD,PFIMODE,PFQ10,PFQ11_a,PFQ11_b,PFQ11_c,PFQ11_d,PFQ18_c,PFQ18_f
13800298,1380,0.297093382311323,,1,3,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,3,2,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800299,1380,0.661165384956989,,1,3,4,2,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,2,3,3,3,3,3,3,,,,,,,,,
13800300,1380,0.401752645975781,,1,2,3,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,
13800301,1380,1.47433812061634,,1,2,4,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800302,1380,1.14154355578758,,1,3,4,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800303,1380,1.83247643784705,,1,2,4,2,3,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
13800304,1380,0.384448819160061,,1,3,4,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
13800305,1380,0.321483461660538,,1,3,3,3,4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,1,1,3,3,3,3,3,2,3
13800306,1380,0.469018506928265,,1,2,4,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800307,1380,0.520212422272992,,1,3,3,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,1,1,1,3,3,3,2,2,3,2,,,,,,,,,
13800308,1380,1.47433812061634,,1,3,4,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,1,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800309,1380,0.656589383643635,,1,3,1,2,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
13800310,1380,0.661165384956989,,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
13800311,1380,0.497950851428651,,1,2,4,4,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,2,2,4,4,4,3,4,2,,,,,,,,,
13800312,1380,0.985523175904784,,1,2,4,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1,1,0,1,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
13800313,1380,0.656205266480676,,1,3,4,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800314,1380,4,,1,2,3,3,3,4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,2,2,1,0,0,0,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800315,1380,0.364460561245209,,1,3,3,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,1,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,
13800316,1380,1.17071075338468,,1,3,4,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,2,3,3,3,3,3,3,,,,,,,,,
13800317,1380,0.465840972507669,,1,2,4,2,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,2,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800318,1380,1.87906552982352,,1,3,4,4,4,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10,3,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800319,1380,0.821712647776335,,1,2,4,2,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
13800320,1380,1.09794564091327,,1,3,4,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
13800321,1380,1.12014871268527,,1,3,3,3,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,1,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
13800322,1380,0.556163646007168,,1,2,4,4,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
13800323,1380,0.571867754618049,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
13800324,1380,0.830374754997615,,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,1,0,0,0,0,2,1,1,,,,,,,,,,1,1,2,3,1,1,1,2,2
13800325,1380,1.47433812061634,,1,1,3,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800326,1380,0.83037456614869,,1,2,4,2,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,1,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,
13800327,1380,1.13098741797981,,1,1,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,3,3,1,1,0,0,1,1,0,1,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800328,1380,0.982115229954035,,1,1,4,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,0,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,
13800329,1380,0.415758635857088,,1,2,4,2,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800330,1380,0.333392059815795,,1,4,4,4,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,
13800331,1380,4,,1,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,3,1,0,0,1,0,1,0,0,0,0,2,1,1,,,,,,,,,,1,1,3,3,3,3,3,3,3
13800332,1380,1.35150948060838,,1,2,,3,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
13800333,1380,3.23578149541739,,1,2,4,3,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,2,3,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800334,1380,1.47433812061634,,1,1,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,4,2,1,1,0,1,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800335,1380,0.382209728479873,,1,2,4,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,2,3,3,2,2,2,2,3,,,,,,,,,
13800336,1380,0.821712647776335,,1,3,4,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
13800337,1380,0.656205266480676,,1,1,,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
13800338,1380,0.466087044353064,,1,3,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,1,2,2,3,3,2,2,1,1
13800339,1380,0.426483230400136,,1,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,2,1,4,4,4,4,4,3,,,,,,,,,
13800340,1380,0.466087044353064,,1,1,,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,1,1,0,0,1,1,0,0,0,0,0,2,1,1,,,,,,,,,,1,1,4,4,4,4,4,4,1
13800341,1380,0.469018506928265,,1,2,4,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800342,1380,0.744053758958068,,1,1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,4,4,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,1,1,2,4,4,4,4,3,3
13800343,1380,0.656589383643635,,1,2,,2,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,1,0,0,0,0,2,2,1,1,2,4,3,2,3,3,3,3,,,,,,,,,
13800344,1380,0.747120558325871,,1,3,3,1,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,2,1,1,0,1,0,0,0,0,0,0,0,2,2,1,1,2,2,4,2,4,2,3,3,,,,,,,,,
13800345,1380,0.415758635857088,,1,3,4,4,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,2,1,1,0,0,1,1,1,0,0,0,0,2,1,1,1,1,3,4,3,3,3,3,2,,,,,,,,,
13800346,1380,0.656205266480676,,1,2,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800347,1380,0.656205266480676,,1,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800348,1380,1.47433812061634,,1,3,3,3,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,1,1,3,3,3,3,3,2,3
13800349,1380,1.26697185663005,,1,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,1,1,0,0,1,1,1,0,1,0,0,1,2,1,1,1,4,2,1,1,1,4,2,,,,,,,,,
13800350,1380,0.656205266480676,,1,3,4,4,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,1,0,0,0,0,2,2,1,1,1,2,4,3,4,4,2,3,,,,,,,,,
13800351,1380,0.599071717215456,,1,3,4,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,1,1,0,1,0,0,0,1,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,
13800352,1380,0.940685301581397,,1,2,4,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800353,1380,0.73847366126745,,1,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,,,,,,,,,1,1,3,3,3,3,3,3,3
13800354,1380,1.36298047452309,,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800355,1380,1.87906552982352,,1,1,,1,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,1,1,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,1,2,3,4,1,4,2,4,3
13800356,1380,0.656205266480676,,1,3,4,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800357,1380,0.384448819160061,,1,1,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,0,0,1,1,0,0,0,0,0,2,1,1,,,,,,,,,,1,1,1,4,1,1,1,4,4
13800358,1380,1.36298047452309,,1,2,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
13800359,1380,0.985523175904784,,1,1,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800360,1380,4,,1,2,3,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,4,2,2,0,0,1,1,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
13800361,1380,4,,1,3,4,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,3,4,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,3,4,2,1,3,1,3,,,,,,,,,
13800362,1380,1.69102455932995,,1,2,3,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800363,1380,1.69102455932995,,1,2,3,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,1,2,1,2,1,2,1,2,4
13800364,1380,0.328503339036133,,1,2,,3,,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,0,0,1,1,0,1,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800365,1380,1.44388834726965,,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,1,1,3,4,4,4,3,3,3
13800366,1380,0.925662835151656,,1,2,,3,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,1,0,0,0,0,0,2,2,1,1,2,2,4,4,4,4,3,3,,,,,,,,,
13800367,1380,0.384448819160061,,1,3,3,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,
13800368,1380,0.656205266480676,,1,2,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
13800369,1380,1.09794564091327,,1,1,4,2,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10,2,3,1,1,0,0,0,0,0,0,0,0,1,1,2,1,,,,,,,,,,,,,,,,,,
13800370,1380,0.656205266480676,,1,3,4,4,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
13800371,1380,0.529152441803292,,1,3,3,3,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,2,2,4,4,3,3,3,3,,,,,,,,,
13800372,1380,1.83247643784705,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,2,2,1,1,0,1,0,0,0,0,0,0,0,2,2,1,1,2,2,4,4,4,4,3,3,,,,,,,,,
13800373,1380,0.661165384956989,,1,2,4,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,1,1,1,0,0,0,0,2,2,1,1,1,3,4,1,2,1,2,3,,,,,,,,,
13800374,1380,0.384448819160061,,1,3,4,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,0,0,1,0,2,1,1,1,1,2,4,2,3,3,2,2,,,,,,,,,
13800375,1380,1.05768138241255,,1,1,4,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3,4,4,1,1,0,1,0,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,
13800376,1380,0.429292216275805,,1,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,4,4,4,4,3,2,,,,,,,,,
13800377,1380,0.469018506928265,,1,2,4,3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,1,1,3,4,4,3,3,3,3
13800378,1380,0.326774511857705,,1,2,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,,0,0,1,0,0,0,0,0,0,2,1,1,1,1,4,4,1,2,1,3,2,,,,,,,,,
13800379,1380,1.98446385404347,,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,1,0,1,0,0,0,1,0,0,0,2,2,1,1,2,2,3,1,2,1,2,3,,,,,,,,,
13800380,1380,0.571867754618049,,1,2,4,4,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,0,0,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800381,1380,0.656205266480676,,1,2,3,1,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3,1,1,0,0,1,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800382,1380,0.288833363516458,,1,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,4,2,1,1,0,0,0,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800383,1380,0.744053758958068,,1,2,4,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,
13800384,1380,1.2647524394613,,1,3,2,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,
13800385,1380,0.364460561245209,,1,2,3,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800386,1380,1.44388834726965,,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,,,,,,,,,1,1,2,2,3,2,2,3,2
13800387,1380,0.889500322038852,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,0,1,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,
13800388,1380,0.985523175904784,,1,2,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800389,1380,0.543130555954554,,1,3,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,1,1,0,0,1,1,0,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,
13800390,1380,1.13098741797981,,1,3,,2,,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,4,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800391,1380,1.06288672530844,,1,2,4,2,,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
13800392,1380,0.25101744968722,,1,1,4,1,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
13800393,1380,0.556163646007168,,1,1,4,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,1,0,0,0,1,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800394,1380,1.46183404010431,,1,2,4,3,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,
13800395,1380,0.465840972507669,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,,1,1,1,2,4,4,2,3,1,3,4,,,,,,,,,
13800396,1380,0.326774511857705,,1,3,,3,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,
13800397,1380,1.14154355578758,,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,1,0,0,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
13800398,1380,1.1302595337663,,1,3,4,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,2,4,1,1,0,0,1,1,1,0,0,0,0,2,1,1,1,1,2,4,4,4,4,3,3,,,,,,,,,
13800399,1380,1.1302595337663,,1,3,4,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
13800400,1380,1.14154355578758,,1,1,4,1,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,1,2,1,4,2,4,2,3,3
13800401,1380,0.426700761431,,1,3,4,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,3,3,1,1,0,0,1,1,0,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,
13800402,1380,0.87336496023734,,1,1,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,1,1,2,4,4,1,4,2,2,3,,,,,,,,,
13800403,1380,1.56176428893415,,1,2,,2,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
13800404,1380,1.9589563121669,,1,2,4,3,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,1,2,3,4,4,4,1,4,2
13800405,1380,0.853403722158599,,1,2,4,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,2,1,1,0,1,0,0,0,1,0,0,0,1,2,1,1,1,3,4,3,4,3,3,1,,,,,,,,,
13800406,1380,0.469018506928265,,1,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,1,,,,,,,,,,1,2,4,4,3,3,3,3,3
13800407,1380,1.35150948060838,,1,3,4,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,1,0,0,0,2,2,1,1,2,1,4,4,4,4,1,4,,,,,,,,,
13800408,1380,0.369828233098945,,1,2,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
13800409,1380,1.14154355578758,,1,2,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,2,1,1,,,,,,,,,,1,2,3,4,2,3,2,3,3
