YRESID,CCODE,PWEIGHT_1,PRETEST,YIMODE,YQ8,YQ9_a,YQ9_b,YQ9_c,YQ9_d,YQ10_a,YQ10_b,YQ10_c,YQ10_d,YQ10_e,YQ10_f,YQ10_g,YQ10_h,YQ10_i,YQ14a_1,YQ14a_2,YQ14a_3,YQ14a_4,YQ14a_5,YQ14a_6,YQ14a_7,YQ14a_8,YQ14a_9,YQ14a_10,YQ14b,YQ21_c,YQ21_f,YQ28_mother,YQ28_father,YQ28a_0,YQ28a_1,YQ28a_2,YQ28a_3,YQ28a_4,YQ28a_5,YQ28a_6,YQ28a_7,YQ28a_8,YQ28d,YQ42,YQCONTACT,PMCORD,PMIMODE,PMQ10,PMQ11_a,PMQ11_b,PMQ11_c,PMQ11_d,PMQ18_c,PMQ18_f,PFCORD,PFIMODE,PFQ10,PFQ11_a,PFQ11_b,PFQ11_c,PFQ11_d,PFQ18_c,PFQ18_f
12761204,1276,0.913004246966404,,1,3,3,2,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761205,1276,0.724215396363479,,1,2,4,3,4,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761206,1276,2.53730890542462,,1,3,4,4,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,2,2,1,1,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761207,1276,0.724215396363479,,1,3,3,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,2,1,0,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761208,1276,1.09299622245298,,1,3,3,2,,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,2,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761209,1276,2.74630656769985,,1,3,4,4,,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,,,,,,,,,,,,,,,,,,
12761210,1276,1.10379621885716,,1,2,4,4,4,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4,4,3,1,1,0,0,1,1,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,
12761211,1276,,,1,2,4,3,,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,1,,1,2,,1,2,3,3,4,2,4,3,,,,,,,,,
12761212,1276,1.49398037381363,,1,3,4,2,4,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,3,3,1,1,0,0,1,1,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
12761213,1276,1.61779266654051,,1,2,4,4,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761214,1276,0.348381677427475,,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,,,,
12761215,1276,1.07209145711841,,1,3,4,3,,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761216,1276,1.03605943478856,,1,2,3,3,2,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,4,3,3,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761217,1276,,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,,,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,
12761218,1276,,,1,2,4,3,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761219,1276,0.265469095210971,,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,4,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761220,1276,1.21627286840738,,1,3,3,3,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,2,0,0,1,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,
12761221,1276,0.936527044320129,,1,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,0,0,0,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761222,1276,0.778140961035395,,1,3,4,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,0,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761223,1276,0.885210881232447,,1,3,4,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761224,1276,0.274712268719174,,1,3,3,2,,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761225,1276,0.304402667948654,,1,3,3,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761226,1276,1.03605943478856,,1,2,4,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,4,4,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761227,1276,1.03605943478856,,1,2,4,3,,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,4,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761228,1276,2.94178894273381,,1,2,4,4,,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761229,1276,2.58335980983761,,1,4,4,3,,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761230,1276,2.66148788924904,,1,2,3,1,,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,,0,0,1,0,1,0,0,0,0,2,2,2,,1,2,4,2,2,2,3,3,,,,,,,,,
12761231,1276,1.06071175906547,,1,2,4,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,0,0,0,1,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761232,1276,0.899654915931284,,1,3,4,3,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761233,1276,0.778140961035395,,1,2,4,2,,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,3,3,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761234,1276,0.803398588192226,,1,2,4,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,9,2,4,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761235,1276,0.430028962195244,,1,2,,4,2,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,2,2,1,1,0,0,1,1,0,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761236,1276,1.21055581431659,,1,1,4,2,4,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,4,4,4,4,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761237,1276,0.778140961035395,,1,3,4,3,4,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,1,,0,0,0,0,1,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761238,1276,0.885210881232447,,1,2,2,,4,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1,2,1,2,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761239,1276,2.57136639724258,,1,3,3,4,4,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761240,1276,0.41823738550584,,1,3,4,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,1,0,0,1,1,1,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,
12761241,1276,1.06907169063997,,1,3,4,3,3,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,4,1,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761242,1276,1.65597887468034,,1,3,4,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,4,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761243,1276,0.286364341986098,,1,3,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
12761244,1276,1.09299622245298,,1,2,4,4,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761245,1276,0.802245437116773,,1,3,4,4,2,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761246,1276,1.10221085112608,,1,3,4,3,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,1,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
12761247,1276,0.265469095210971,,1,3,3,3,,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761248,1276,1.42366150479661,,1,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,1,3,4,4,4,3,4,2
12761249,1276,1.02682837674924,,1,3,4,4,4,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761250,1276,0.430028962195244,,1,3,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761251,1276,0.724215396363479,,1,3,4,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,,0,0,1,0,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761252,1276,0.288018668593586,,1,3,3,3,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761253,1276,2.53349186056885,,1,2,3,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,,,1,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,
12761254,1276,2.77509629731925,,1,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,1,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761255,1276,0.324735559474735,,1,3,4,4,4,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,1,,1,1,,2,3,4,2,4,3,4,4,,,,,,,,,
12761256,1276,0.904626484744919,,1,3,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,1,,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761257,1276,0.897845819599254,,1,3,4,4,,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761258,1276,0.281862194187177,,1,4,4,4,4,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761259,1276,0.314792489329515,,1,3,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,1,2,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761260,1276,1.12133838261767,,1,1,4,1,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761261,1276,0.406839959235807,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761262,1276,0.936527044320129,,1,2,4,3,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761263,1276,0.304402667948654,,1,2,4,4,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761264,1276,0.936527044320129,,1,3,4,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,1,4,1,1,0,1,0,0,0,1,0,0,0,,2,1,,2,3,3,1,1,1,1,4,,,,,,,,,
12761265,1276,0.8892647203488,,1,3,4,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761266,1276,1.08548894416385,,1,1,2,3,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,3,,,,,,,,,,,,,,,,,,
12761267,1276,1.36748492608192,,1,2,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,1,0,0,1,0,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761268,1276,0.277284707472507,,1,1,4,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,1,1,0,0,1,0,1,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,
12761269,1276,0.265469095210971,,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,4,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761270,1276,0.899654915931284,,1,3,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761271,1276,0.994934093293579,,1,3,4,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761272,1276,0.388389608572998,,1,3,4,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761273,1276,0.823714951384927,,1,3,2,3,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,4,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761274,1276,0.803398588192226,,1,3,4,4,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761275,1276,2.57631420273047,,1,2,3,2,4,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,4,1,1,0,1,0,0,0,1,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761276,1276,0.285406308149443,,1,2,2,2,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,5,2,3,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761277,1276,0.78856763437034,,1,3,4,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761278,1276,1.21055581431659,,1,3,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761279,1276,1.32874431435386,,1,3,3,3,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4,3,1,1,1,0,0,0,0,0,0,0,0,,1,1,,2,3,4,3,4,3,3,2,,,,,,,,,
12761280,1276,0.897845819599254,,1,2,4,4,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,2,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761281,1276,0.850939377069843,,1,2,3,3,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761282,1276,0.343768886266429,,1,2,3,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,,1,0,1,0,0,0,0,0,0,0,,2,1,,,,,,,,,,,,,,,,,,
12761283,1276,1.21627286840738,,1,2,4,2,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761284,1276,0.778140961035395,,1,4,4,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761285,1276,0.261976040456561,,1,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761286,1276,0.808637816768532,,1,3,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761287,1276,0.671796489142789,,1,2,,,,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761288,1276,0.965476416523084,,1,1,3,2,,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,,0,1,0,0,0,0,0,0,0,,2,2,,1,3,4,3,4,2,3,2,,,,,,,,,
12761289,1276,0.922867869035959,,1,3,3,3,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,1,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761290,1276,1.1691559398871,,1,3,4,4,4,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761291,1276,0.922867869035959,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761292,1276,1.22184614137992,,1,3,4,3,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761293,1276,0.779833193382601,,1,3,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,1,2,3,1,4,1,3,3,,1,2,3,1,4,1,3,2
12761294,1276,0.816158255624297,,1,2,3,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761295,1276,0.780337452671974,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761296,1276,1.37039624477999,,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,3,2,1,,0,1,0,0,0,1,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761297,1276,3.75570588567965,,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,3,1,0,0,1,0,0,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761298,1276,0.778140961035395,,1,3,4,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761299,1276,0.671796489142789,,1,2,,2,,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761300,1276,0.395687116040484,,1,3,3,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,1,1,0,0,1,1,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,
12761301,1276,1.11099918132884,,1,2,4,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,,1,2,,,,,,,,,,,,,,,,,,
12761302,1276,1.07209145711841,,1,3,3,3,,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,1,0,0,0,0,2,1,2,,,,,,,,,,,,,,,,,,
12761303,1276,0.388389608572998,,1,3,4,3,4,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,1,1,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761304,1276,3.37976901013606,,1,1,3,2,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,1,1,0,0,1,0,0,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,
12761305,1276,2.63692326767033,,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,,0,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761306,1276,0.803398588192226,,1,2,4,4,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761307,1276,0.34322236863297,,1,4,4,3,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,,,,,,,,,,,,,,,,,,
12761308,1276,3.24630063485611,,1,2,3,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,4,4,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761309,1276,0.332968563501531,,1,3,4,3,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,1,1,0,0,1,1,1,0,0,0,0,1,2,3,,,,,,,,,,,,,,,,,,
12761310,1276,0.778140961035395,,1,1,4,2,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,
12761311,1276,1.08548894416385,,1,3,4,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,2,4,1,1,0,0,1,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,
12761312,1276,0.438989417476959,,1,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,3,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761313,1276,0.778140961035395,,1,2,4,4,4,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,2,4,1,,1,0,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761314,1276,0.899654915931284,,1,3,4,3,,3,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,4,4,2,1,1,0,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761315,1276,0.87810875456256,,1,2,3,2,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,4,1,1,0,1,0,0,0,0,0,0,0,,2,2,,,,,,,,,,,,,,,,,,
12761316,1276,0.855877496950103,,1,3,4,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,1,0,0,0,0,0,0,0,,2,3,,,,,,,,,,,,,,,,,,
12761317,1276,0.816158255624297,,1,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,1,1,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,
12761318,1276,1.17737659231839,,1,2,4,3,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0,0,0,1,,1,2,,,,,,,,,,,1,3,4,4,4,4,4,2
